show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s8410,movie,the mad monk,johnny to,"stephen chow, maggie cheung, anthony wong chau-sang, kirk wong, ng man-tat, anita mui",Hong Kong,2018-08-16,1993,tv-14,85,"comedies, international movies, sci-fi & fantasy","to avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon."
s8411,movie,the magic pill,robert tate,"pete evans, william davis, loren cordain","United States, Australia, South Africa, United Kingdom",2018-04-24,2017,tv-pg,90,documentaries,"doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses."
s8413,movie,the man who would be polka king,"john mikulak, joshua brown","jan lewan, greg korin",United States,2018-01-12,2009,tv-14,68,"documentaries, music & musicals",this irreverent documentary reveals how charming entertainer jan lewan bilked investors out of millions in a complicated investment scam.
s8414,movie,the mask of zorro,martin campbell,"antonio banderas, anthony hopkins, catherine zeta-jones, stuart wilson, matt letscher, tony amendola, pedro armendáriz jr., william marquez, josé pérez, victor rivers","United States, Germany, Mexico",2020-01-01,1998,pg-13,138,"action & adventure, romantic movies","an aging zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials."
s8415,movie,the matrix,"lilly wachowski, lana wachowski","keanu reeves, laurence fishburne, carrie-anne moss, hugo weaving, gloria foster, joe pantoliano, marcus chong, julian arahanga, matt doran, belinda mcclory",United States,2019-11-01,1999,r,136,"action & adventure, sci-fi & fantasy","a computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free."
s8416,movie,the matrix reloaded,"lilly wachowski, lana wachowski","keanu reeves, laurence fishburne, carrie-anne moss, hugo weaving, jada pinkett smith, gloria foster, harold perrineau, monica bellucci, harry lennix, lambert wilson, randall duk kim, nona gaye",United States,2019-11-01,2003,r,138,"action & adventure, sci-fi & fantasy","the crew must protect zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the matrix."
s8417,movie,the matrix revolutions,"lilly wachowski, lana wachowski","keanu reeves, laurence fishburne, carrie-anne moss, hugo weaving, jada pinkett smith, mary alice, harold perrineau, monica bellucci, harry lennix, lambert wilson, nona gaye",United States,2019-11-01,2003,r,129,"action & adventure, sci-fi & fantasy",the final installment in the matrix trilogy finds an unconscious neo trapped in a subway station in a zone between the matrix and the machine world.
s8418,movie,the mayo clinic,"ken burns, christopher loren ewers, erik ewers",peter coyote,United States,2019-04-19,2018,tv-14,116,documentaries,a look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.
s8419,movie,the mayor,park in-je,"min-sik choi, do-won kwak, eun-kyung shim, so-ri moon, mi-ran ra, hye-young ryu, ki hong lee, sun-gyu jin, joo-yeon lee, byeong-eun park",Republic Of Korea,2017-09-30,2017,tv-ma,130,"dramas, international movies","with the presidency in mind, the incumbent mayor of seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden."
s8421,movie,the men who stare at goats,grant heslov,"george clooney, ewan mcgregor, jeff bridges, kevin spacey, stephen lang, robert patrick, waleed zuaiter, stephen root, glenn morshower, nick offerman, tim griffin, rebecca mader","United States, United Kingdom",2019-06-04,2009,r,94,comedies,"a journalist latches onto an unbelievable story in iraq when he meets lyn, a man of mysterious origins who reveals he was a ""warrior monk."""
s8426,movie,the model,mads matthiesen,"maria palm, ed skrein, yvonnick muller, charlotte tomaszewska, virgile bramly, marco ilsø, dominic allburn",Denmark,2016-12-06,2016,tv-ma,104,"dramas, independent movies, international movies","danish teen emma moves to paris hoping to become a top model, but her dreams soon unravel when her affair with photographer shane turns obsessive."
s8427,movie,the monster,bryan bertino,"zoe kazan, ella ballentine, aaron douglas, christine ebadi, marc hickox, scott speedman, chris webb","United States, Canada",2019-01-09,2016,r,91,"horror movies, independent movies",a troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.
s8428,movie,the monster of mangatiti,john banas,"greta gregory, mark mitchinson, bruce hopkins, john sumner, flynn allen, harriet beattie, carolyn dando, laurie dee, ruth dudding",New Zealand,2015-12-15,2015,tv-ma,70,dramas,real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.
s8431,movie,the muppets,james bobin,"jason segel, amy adams, chris cooper, rashida jones, kermit the frog, miss piggy, fozzie bear, gonzo, muppets, steve whitmire, eric jacobson, dave goelz, bill barretta, david rudman, matt vogel, peter linz",United States,2020-09-01,2011,pg,104,"children & family movies, comedies","when the muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it."
s8433,movie,the music of silence,michael radford,"toby sebastian, luisa ranieri, jordi mollà, antonio banderas, ennio fantastichini, nadir caselli, alessandro sperduti, francesco salvi",Italy,2018-07-01,2017,tv-pg,115,"dramas, international movies, music & musicals","based on the autobiography by tenor andrea bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame."
s8435,movie,the naked gun: from the files of police squad!,david zucker,"leslie nielsen, priscilla presley, george kennedy, ricardo montalban, o.j. simpson, raye birk, susan beaubian, nancy marchand",United States,2021-01-01,1988,pg-13,85,"comedies, cult movies",hapless cop frank drebin causes more problems than he solves while trying to stop a deadly plot involving queen elizabeth ii.
s8436,movie,the natural,barry levinson,"robert redford, robert duvall, glenn close, kim basinger, wilford brimley, barbara hershey, robert prosky, richard farnsworth, joe don baker, john finnegan",United States,2020-01-01,1984,pg,138,"classic movies, dramas, sports movies",a gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.
s8439,movie,the new romantic,carly stone,"timm sharp, hayley law, camila mendes, brett dier, jessica barden, avan jogia",Canada,2019-04-15,2018,tv-ma,82,"comedies, independent movies, romantic movies","fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant."
s8442,movie,the nutcracker and the four realms,"lasse hallström, joe johnston","mackenzie foy, keira knightley, helen mirren, morgan freeman, matthew macfadyen, eugenio derbez, miranda hart, jack whitehall, ellie bamber, richard e. grant, omid djalili, tom sweet, misty copeland, sergei polunin, meera syal",United States,2019-05-28,2018,pg,99,children & family movies,"when her late mother gifts her a key, clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic."
s8444,movie,the one i love,charlie mcdowell,"mark duplass, elisabeth moss, ted danson",United States,2019-05-30,2014,r,91,"comedies, dramas, independent movies","confronted with the potential end of their marriage, ethan and sophie take off for a weekend together, hoping to negotiate their future."
s8445,movie,the only mother to you all,wenn v. deramas,"ai-ai de las alas, shaina magdayao, carlo aquino, alwyn uytingco, eugene domingo, deejay durano, serena dalrymple, jiro manio, yuki kadooka, cherry pie picache, gloria diaz",Philippines,2019-02-27,2008,tv-pg,106,"comedies, international movies","raising her large family alone after her husband's death, ina searches for work and finally lands the most unlikely job: president of the philippines."
s8446,movie,the other guys,adam mckay,"will ferrell, mark wahlberg, eva mendes, michael keaton, steve coogan, ray stevenson, samuel l. jackson, dwayne johnson, lindsay sloane, natalie zea",United States,2020-02-01,2010,pg-13,108,"action & adventure, comedies",new york cops allen and terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.
s8447,movie,the parole officer,john duigan,"steve coogan, emma gilmour, susan jane tanner, iain mitchell, james smith, om puri, steven waddington, ben miller, lena headey, jenny agutter",United Kingdom,2018-08-01,2001,r,94,"action & adventure, comedies","after witnessing a murder, simon garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault."
s8448,movie,the pass,ben a. williams,"russell tovey, arinzé kene, lisa mcgrillis, nico mirallegro, rory j. saper",United Kingdom,2019-01-01,2016,nr,87,"dramas, independent movies, lgbtq movies",the lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.
s8449,movie,the peacemaker,mimi leder,"george clooney, nicole kidman, marcel iures, aleksandr baluev, rene medvesek, gary werntz, randall batinkoff, jim haynie, alexander strobele, holt mccallany",United States,2020-01-01,1997,r,124,action & adventure,"after terrorists trigger a nuclear blast in russia, a u.s. special forces intelligence agent and a nuclear weapons expert come to the rescue."
s8450,movie,the pelican brief,alan j. pakula,"julia roberts, denzel washington, sam shepard, john heard, tony goldwyn, james sikking, william atherton, robert culp, stanley tucci, john lithgow, hume cronyn",United States,2019-11-01,1993,pg-13,141,"dramas, thrillers","when law student darby shaw theorizes about the assassinations of two supreme court justices, she is put in danger and turns to a reporter for help."
s8452,movie,the perks of being a wallflower,stephen chbosky,"logan lerman, emma watson, ezra miller, mae whitman, paul rudd, nina dobrev, johnny simmons, dylan mcdermott, kate walsh, joan cusack, melanie lynskey",United States,2020-04-01,2012,pg-13,103,"comedies, dramas",a shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.
s8453,movie,the phantom of the opera,joel schumacher,"gerard butler, emmy rossum, patrick wilson, miranda richardson, minnie driver, ciarán hinds, simon callow, victor mcguire, jennifer ellison","United Kingdom, United States",2019-06-01,2004,pg-13,141,"dramas, music & musicals, romantic movies","in 1870, a disfigured recluse roams beneath a parisian opera house and takes under his wing a young soprano, with whom a love triangle develops."
s8454,movie,the physician,philipp stölzl,"tom payne, ben kingsley, stellan skarsgård, olivier martinez, emma rigby, elyas m'barek, fahri yardim, makram khoury, michael marcus",Germany,2015-07-15,2013,r,155,"action & adventure, dramas, international movies",a medical apprentice in 11th-century persia disguises himself as a jew to study at a school that does not admit christians.
s8455,movie,the pink panther,shawn levy,"steve martin, kevin kline, beyoncé knowles-carter, jean reno, emily mortimer, henry czerny, kristin chenoweth, roger rees, philip goodwin, henri garcin, william abadie","United States, Czech Republic",2019-07-01,2006,pg,93,"children & family movies, comedies",bumbling inspector clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.
s8456,movie,the pirate fairy,peggy holmes,"mae whitman, christina hendricks, tom hiddleston, lucy liu, raven-symoné, megan hilty, pamela adlon, angela bartys, jim cummings, carlos ponce, mick wingert, kevin michael richardson, jeff bennett, rob paulsen, grey delisle, kari wahlgren, jane horrocks, jesse mccartney, anjelica huston",United States,2014-06-15,2014,g,78,children & family movies,"in this spritely tale, tinker bell and her friends set out to find free-spirited fairy zarina after she makes off with some precious blue pixie dust."
s8457,movie,the pirates of somalia,bryan buckley,"evan peters, barkhad abdi, melanie griffith, al pacino, philip ettinger, sabrina hassan abdulle, kiana madani, abdi sidow farah, mohamed barre, armaan haggio","Somalia, Kenya, Sudan, South Africa, United States",2018-03-01,2017,r,118,dramas,an aspiring journalist travels to somalia in hopes of making a name for himself by covering dangerous pirates and hijackers.
s8458,movie,the pirates! band of misfits,"peter lord, jeff newitt","hugh grant, martin freeman, imelda staunton, david tennant, jeremy piven, salma hayek, lenny henry, brian blessed, russell tovey, anton yelchin, al roker, david schaal, peter lord, ashley jensen, kayvan novak, mitchell mullen, brendan gleeson, david schneider","United Kingdom, United States",2020-10-01,2012,pg,88,"children & family movies, comedies","an egotistical pirate captain strives to win the pirate of the year award, but to snag the coveted prize, he'll have to outwit his dreaded rivals."
s8459,movie,the place beyond the pines,derek cianfrance,"ryan gosling, bradley cooper, eva mendes, ray liotta, ben mendelsohn, rose byrne, mahershala ali, bruce greenwood, harris yulin, olga merediz",United States,2017-05-16,2012,r,140,"dramas, independent movies",a violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.
s8460,movie,the plan,keerthi,"anant nag, koustubh jayakumar, hemanth, shreeram, jay, sanath, pramod shetty, harish roy",India,2018-03-01,2015,tv-ma,124,"dramas, international movies, thrillers","after being sent to a remote prison, three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape."
s8461,movie,the player,ahmad el-badri,"ramez galal, emy samir ghanim, edward fouad, hassan hosny, yousef fawzy, samar gaber, ragaa al-geddawy, maha abou ouf, mai el-kady",Egypt,2019-06-20,2012,tv-ma,110,"comedies, international movies","to save his father’s company from bankruptcy, a rich, spoiled playboy is forced to wed a no-nonsense woman, who's just as unhappy to be marrying him."
s8462,movie,the polar express,robert zemeckis,"tom hanks, leslie zemeckis, eddie deezen, nona gaye, peter scolari, brendan king, andy pellick, michael jeter, chris coppola, julene renee",United States,2021-01-01,2004,g,100,children & family movies,"in this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the north pole on christmas eve."
s8464,movie,the president's barber,chan-sang lim,"kang-ho song, so-ri moon, jae-eung lee, yeong-jin jo, byung-ho son, yong-soo park, seung-soo ryu, ju-sang yun, gyu-su jeong, dal-su oh",Republic Of Korea,2017-10-01,2004,tv-ma,116,"comedies, dramas, international movies","the personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped south korea in the late 1900s."
s8465,movie,the prince,brian a. miller,"jason patric, bruce willis, john cusack, rain, jessica lowndes, johnathon schaech, gia mantegna, 50 cent","United States, United Kingdom",2019-02-22,2014,r,91,action & adventure,a former mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in new orleans.
s8466,movie,the prince & me,martha coolidge,"julia stiles, luke mably, ben miller, miranda richardson, james fox, alberta watson, john bourgeois, zachary knighton, eliza bennett","United States, Czech Republic",2020-10-01,2004,pg,111,"comedies, romantic movies","a hardworking wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a danish prince attending school incognito."
s8467,movie,the princess and the frog,"ron clements, john musker","anika noni rose, bruno campos, keith david, michael-leon wooley, jennifer cody, jim cummings, peter bartlett, jenifer lewis, oprah winfrey, terrence howard, john goodman, emeril lagasse, june christopher, paul briggs, rob edwards, john kassir, fred tatasciore, kimberly russell, rif hutton, randy newman, bridget hoffman, corey burton, joe whyte, michael colyar, bruce smith, terri douglas, claudette wells, roger aaron brown, mona marshall, terence blanchard, kwesi boakye, mick wingert, david cowgill, peter renaday, john musker, ritchie montgomery, jerry kernion, philip proctor, eddie frierson",United States,2019-07-16,2009,g,98,children & family movies,"in new orleans during the jazz age, a beautiful girl named tiana has a fateful encounter with frog prince who desperately wants to be human again."
s8468,movie,the prison,na hyeon,"suk-kyu han, rae-won kim, kyeong-yeong lee, woong-in jeong, jae-yun jo, sung-rok shin, kim sung-kyun, kwak min-ho",Republic Of Korea,2017-11-18,2017,tv-ma,125,"action & adventure, dramas, international movies",a cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.
s8469,movie,the pursuit,john papola,arthur brooks,United States,2019-08-07,2019,tv-14,76,documentaries,"in a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all."
s8470,movie,the pursuit of happyness,gabriele muccino,"will smith, jaden smith, thandie newton, brian howe, james karen, dan castellaneta, kurt fuller, takayo fischer",United States,2019-10-01,2006,pg-13,117,dramas,"when chris and his son are evicted, they face trying times as a desperate chris accepts an unpaid internship at a stock brokerage firm."
s8471,movie,the push,"grant korgan, brian niles",grant korgan,United States,2019-06-07,2018,tv-ma,90,"documentaries, sports movies","after a snowmobile accident paralyzed him, grant korgan became the first athlete with a spinal cord injury to push himself to the south pole."
s8473,movie,the rainbow troops,riri riza,"cut mini theo, ikranagara, lukman sardi, ario bayu, tora sudiro",Indonesia,2018-10-21,2008,tv-pg,119,"children & family movies, dramas, international movies",two indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling islamic primary school.
s8474,movie,the rainmaker,francis ford coppola,"matt damon, danny devito, claire danes, jon voight, mary kay place, dean stockwell, teresa wright, virginia madsen, mickey rourke, andrew shue","United States, Germany",2019-11-20,1997,pg-13,136,"dramas, thrillers",a young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.
s8478,movie,the real miyagi,kevin derek,fumio demura,"United States, Canada, Japan, Panama",2017-06-16,2015,tv-pg,81,"documentaries, sports movies","a look at the life of karate master fumio demura shows how he spread the discipline in the west, winning countless devotees and influencing hollywood."
s8479,movie,the rebound,shaina allen,"orlando carrillo, mario moran, jeremie phenom thomas",United States,2019-02-28,2016,tv-ma,77,"documentaries, sports movies","this documentary follows three players on the miami heat wheels, who face long odds on the way to the national wheelchair basketball championship."
s8481,movie,the rehearsal,alison maclean,"james rolleston, kerry fox, ella edwards, alice englert",New Zealand,2018-01-01,2016,tv-ma,102,"dramas, independent movies, international movies",a drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.
s8484,movie,the rezort,steve barker,"dougray scott, jessica de gouw, martin mccann, jassa ahluwalia, elen rhys, claire goose","United Kingdom, Spain, Belgium",2017-01-16,2016,tv-ma,90,"horror movies, international movies","after a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails."
s8485,movie,the rift: the dark side of the moon,dejan zečević,"ken foree, katarina čas, dragan mićanović, monte markham, denis murić, miroljub lešo, sonja vukićević, ratko turčinović, mick garris","Serbia, Republic Of Korea, Slovenia",2018-02-26,2016,tv-ma,92,"horror movies, independent movies, sci-fi & fantasy","when a team of special agents is sent to recover the wreckage of a downed satellite in serbia, their mission takes a horrifying turn."
s8486,movie,the right one,hadi el bagoury,"hani salama, basma ahmad, rania yousef, kinda allouch, yasmin raeis, amr youssef, zizi el-badrawy",Egypt,2019-06-13,2011,tv-14,93,"dramas, international movies, romantic movies","under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife."
s8487,movie,the ring,gore verbinski,"naomi watts, martin henderson, david dorfman, brian cox, jane alexander, lindsay frost, amber tamblyn, rachael bella, daveigh chase, shannon cochran",United States,2020-01-01,2002,pg-13,116,"horror movies, thrillers",a reporter watches a video that supposedly sets in motion the viewer's death in seven days. can she unravel the mystery before her own time is up?
s8488,movie,the riot club,lone scherfig,"sam claflin, max irons, douglas booth, jessica brown findlay, holliday grainger, natalie dormer, olly alexander, matthew beard, gordon brown, jack farthing, freddie fox",United Kingdom,2017-03-16,2014,r,107,"dramas, international movies","after being drafted into an elite secret society, a pair of students at oxford university see the group's extreme debauchery spiral out of control."
s8489,movie,the river thief,n.d. wilson,"joel courtney, tommy cash, paul johansson, bas rutten, raleigh cain, david shannon",United States,2017-01-14,2016,nr,87,"dramas, independent movies","a heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy."
s8490,movie,the river wild,curtis hanson,"meryl streep, kevin bacon, david strathairn, joseph mazzello, john c. reilly, benjamin bratt, elizabeth hoffman, william lucking, diane delano",United States,2018-09-01,1994,pg-13,111,action & adventure,"a turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river."
s8492,movie,the rolling stones: olé olé olé! a trip across latin america,paul dugdale,"mick jagger, keith richards, ronnie wood, charlie watts",United Kingdom,2019-03-22,2016,tv-ma,101,"documentaries, international movies, music & musicals","follow the rolling stones as the iconic group breaks new ground in latin america, wrapping a 10-city tour as the first-ever rock band to play in cuba."
s8493,movie,the roommate,christian e. christiansen,"leighton meester, minka kelly, cam gigandet, aly michalka, danneel ackles, frances fisher, tomas arana, billy zane, nina dobrev, matt lanter, kat graham",United States,2020-04-01,2011,pg-13,91,thrillers,"while acclimating to campus life, college freshman sara begins to realize that her new roommate, rebecca, is becoming obsessed with her."
s8494,movie,the rover,david michôd,"guy pearce, robert pattinson, scoot mcnairy, david field, anthony hayes, gillian jones, susan prior, nash edgerton","Australia, United States",2018-07-19,2014,r,103,"international movies, thrillers","set in a chaotic future, this outback saga follows loner eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing."
s8495,movie,the rum diary,bruce robinson,"johnny depp, aaron eckhart, michael rispoli, amber heard, richard jenkins, giovanni ribisi, amaury nolasco, marshall bell, bill smitrovich","United States, United Kingdom",2019-12-06,2011,r,120,"comedies, dramas",johnny depp stars in this adaptation of hunter s. thompson's novel about a boozy journalist who moves to puerto rico and falls for a taken woman.
s8496,movie,the runner,austin stark,"nicolas cage, sarah paulson, connie nielsen, wendell pierce, bryan batt, peter fonda, dana gourrier",United States,2017-09-08,2015,r,90,"dramas, independent movies",a new orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.
s8497,movie,the salvation,kristian levring,"mads mikkelsen, eva green, jeffrey dean morgan, eric cantona, mikael persbrandt, douglas henshall, michael raymond-james, jonathan pryce, alexander arnold, nanna øland fabricius","Denmark, United Kingdom, South Africa, Sweden, Belgium",2017-03-02,2014,r,92,"dramas, independent movies, international movies","in the old west, a danish homesteader avenges the murder of his wife and son, only to unleash a gang leader's brutal fury."
s8498,movie,the sapphires,wayne blair,"chris o'dowd, deborah mailman, jessica mauboy, shari sebbens, miranda tapsell, tory kittles, eka darville, tammy anderson, lynette narkle, kylie belling",Australia,2019-04-26,2012,pg-13,99,"comedies, dramas, independent movies","sisters gail, cynthia and julie have talent, but their career takes off when promoter dave convinces them to tour for u.s. troops in vietnam."
s8499,movie,the score,frank oz,"robert de niro, edward norton, marlon brando, angela bassett, gary farmer, paul soles, jamie harrold, serge houde","Germany, Canada, United States",2019-11-28,2001,r,124,"dramas, thrillers","ready-to-retire safecracker nick, flamboyant fence max and talented but volatile thief jackie team up to rob the montreal customs house."
s8500,movie,the sea of trees,gus van sant,"matthew mcconaughey, naomi watts, ken watanabe, katie aselton, jordan gavaris",United States,2018-11-08,2015,pg-13,111,dramas,"a brooding american unable to cope with personal crisis travels to ""suicide forest"" near mount fuji, where he meets a fellow lost wanderer."
s8502,movie,the secret life of pets 2,chris renaud,"patton oswalt, kevin hart, tiffany haddish, jenny slate, eric stonestreet, harrison ford, dana carvey, nick kroll, lake bell, ellie kemper, bobby moynihan, hannibal buress","United States, France, Japan",2019-12-27,2019,pg,86,"children & family movies, comedies","on a farm outside new york, max aims to boost his confidence while in the city, snowball attempts to rescue a tiger cub and gidget pretends to be a cat."
s8505,movie,the shaukeens,abhishek sharma,"akshay kumar, annu kapoor, piyush mishra, lisa haydon, anupam kher",India,2018-03-01,2014,tv-ma,123,"comedies, international movies, music & musicals",three sexually frustrated men in their 60s have the adventure of a lifetime after meeting an intriguing young woman during a holiday in mauritius.
s8506,movie,the show,giancarlo esposito,"josh duhamel, giancarlo esposito, famke janssen, sarah wayne callies, caitlin fitzgerald, chris ellis, lucia walters, james franco",United States,2020-06-01,2017,tv-ma,105,dramas,a disillusioned reality tv host and an idealistic producer are lured by their network into producing a show in which participants kill themselves.
s8507,movie,the sign of venus,dino risi,"sophia loren, franca valeri, vittorio de sica, raf vallone, virgilio riento, tina pica, lina gennari, eloisa cianni, leopoldo trieste, maurizio arena, franco fantasia, peppino de filippo, alberto sordi",Italy,2020-11-13,1955,tv-14,97,"classic movies, comedies, independent movies","while suitors swoon over her cousin, a single woman takes initiative in finding herself a partner after receiving a favorable romantic fortune."
s8508,movie,the signal,"william eubank, will eubank","brenton thwaites, olivia cooke, laurence fishburne, beau knapp, lin shaye, robert longstreet",United States,2018-07-13,2014,pg-13,97,"sci-fi & fantasy, thrillers","during their drive across the country, college pals nick and jonah – accompanied by nick's girlfriend – run into major trouble in the nevada desert."
s8509,movie,the similars,isaac ezban,"gustavo sánchez parra, cassandra ciangherotti, fernando becerril, humberto busto, carmen beato, santiago torres, maría elena olivares, catalina salas, luis alberti, alberto estrella, pablo guisa koestinger",Mexico,2017-01-15,2015,nr,90,"horror movies, independent movies, international movies","stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered."
s8510,movie,the sinking of van der wijck,sunil soraya,"herjunot ali, pevita pearce, reza rahadian, randy nidji, gesya shandy, kevin andrean, arzetti bilbina",Indonesia,2018-09-28,2013,tv-14,163,"dramas, international movies, romantic movies","when a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background."
s8512,movie,the social network,david fincher,"jesse eisenberg, andrew garfield, justin timberlake, armie hammer, max minghella, josh pence, brenda song, rashida jones, john getz, david selby",United States,2020-04-01,2010,pg-13,121,dramas,director david fincher's biographical drama chronicles the meteoric rise of facebook ceo mark zuckerberg from harvard sophomore to internet superstar.
s8513,movie,the space between us,peter chelsom,"gary oldman, asa butterfield, carla gugino, britt robertson, bd wong, janet montgomery, trey tucker",United States,2019-06-01,2016,pg-13,120,"action & adventure, romantic movies, sci-fi & fantasy","after years of limited contact with earth, an inquisitive teen who lives on mars makes an interplanetary trek to discover his own origins."
s8514,movie,the spectacular now,james ponsoldt,"miles teller, shailene woodley, brie larson, jennifer jason leigh, mary elizabeth winstead, kyle chandler, dayo okeniyi, bob odenkirk, andre royo, masam holden",United States,2018-07-15,2013,r,95,"dramas, independent movies, romantic movies","classmates aimee and sutter form an unlikely friendship, and after helping aimee raise her social confidence, sutter begins falling for his creation."
s8515,movie,the spiral,krzysztof zanussi,"jan nowicki, maja komorowska, zofia kucówna, aleksander bardini, jan świderski, seweryna broniszówna, piotr garlicki, marian glinka",Poland,2019-10-01,1978,tv-ma,84,"dramas, independent movies, international movies","when an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light."
s8516,movie,the spy next door,brian levant,"jackie chan, amber valletta, george lopez, billy ray cyrus, magnús scheving, madeline carroll, will shadley, alina foley, katherine boecher, mia stallard, lucas till",United States,2020-11-01,2010,pg,94,"action & adventure, children & family movies, comedies","while babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file."
s8518,movie,the stanford prison experiment,kyle patrick alvarez,"billy crudup, michael angarano, ezra miller, tye sheridan, keir gilchrist, olivia thirlby, nelsan ellis, thomas mann, moises arias, gaius charles",United States,2017-06-17,2015,r,122,"dramas, independent movies, thrillers","conducting a study on the psychology of incarceration, a stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail."
s8521,movie,the student,steven r. monroe,"alicia leigh willis, blake michael, trevor st. john, lindsay hartley, eric nelsen, wolfgang bodison",United States,2019-03-15,2017,tv-14,90,thrillers,"when a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade."
s8523,movie,the super,stephan rick,"patrick john flueger, val kilmer, louisa krause, mattea conforti, taylor richardson, paul ben-victor, yul vazquez, andrea lynn green, travaris spears, melissa bolona",United States,2019-02-16,2017,r,89,horror movies,"when an ex-cop becomes a superintendent of an apartment building, he suspects the sinister janitor is behind the eerie disappearances of its tenants."
s8526,movie,the taking of pelham 123,tony scott,"denzel washington, john travolta, luis guzmán, victor gojcaj, robert vataj, john turturro, michael rispoli, ramon rodriguez, james gandolfini, john benjamin hickey, alex kaluzhsky, gbenga akinnagbe","United States, United Kingdom",2019-09-01,2009,r,106,action & adventure,"when a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher walter garber to bring them down."
s8527,movie,the talented mr. ripley,anthony minghella,"matt damon, gwyneth paltrow, jude law, cate blanchett, philip seymour hoffman, jack davenport, james rebhorn, sergio rubini, philip baker hall, celia weston",United States,2020-01-01,1999,r,139,"dramas, thrillers","a charming sociopath maneuvers into the lush life of a young heir. but as he embraces the posh lifestyle, he'll stop at nothing to hold onto it."
s8528,movie,the texas chainsaw massacre,tobe hooper,"gunnar hansen, jim siedow, marilyn burns, edwin neal, paul a. partain, teri mcminn, william vail, john dugan, john henry faulk, allen danziger",United States,2019-10-22,1974,r,83,"cult movies, horror movies, independent movies","when some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil."
s8529,movie,the thief and the imbecile,"mohammed el-tahawy, mohamed mostafa","khaled el sawy, khaled saleh, ruby",Egypt,2019-06-06,2013,tv-14,96,"dramas, international movies","a street beggar befriends a man who lost his eye in a brawl, unaware that his new acquaintance is plotting to make him his unwitting organ donor."
s8530,movie,the tiger hunter,lena khan,"danny pudi, jon heder, rizwan manji, karen david, iqbal theba, sam page, kevin pollak, parvesh cheena, michael mcmillian",United States,2018-04-09,2016,tv-14,94,"comedies, dramas, independent movies","it's 1979, and engineer sami is excited to leave his indian village for a job in chicago. but he soon runs into problems achieving his american dream."
